,id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
444,SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",ALIANZA FRENTE PARA LA VICTORIA,35.56,0.23,0.1,57.67,0.83,1.09,4.15,0.34,0.03,0.0,1372,9,4,2225,32,42,160,13,1,0,77.23,5151,3978,2.51,0.1,0.4,100.0,4.0,16.0,SAN JUAN
445,SAN JUAN_ZONDA,"Zonda, San Juan",ALIANZA FRENTE PARA LA VICTORIA,26.01,2.08,0.25,59.23,0.59,0.42,7.04,3.82,0.13,0.42,613,49,6,1396,14,10,166,90,3,10,79.71,3209,2558,7.0,0.27,0.59,179.0,7.0,15.0,SAN JUAN
446,SAN LUIS_AYACUCHO,"Ayacucho, San Luis",ALIANZA COMPROMISO FEDERAL,63.64,1.05,0.31,25.72,0.74,0.14,7.9,0.49,0.0,0.0,4654,77,23,1881,54,10,578,36,0,0,51.08,15011,7667,3.48,0.21,0.93,267.0,16.0,71.0,SAN LUIS
447,SAN LUIS_BELGRANO,"Belgrano, San Luis",ALIANZA COMPROMISO FEDERAL,62.61,0.7,0.3,31.11,0.9,0.0,4.07,0.25,0.0,0.05,1246,14,6,619,18,0,81,5,0,1,67.82,3101,2103,4.14,0.29,0.95,87.0,6.0,20.0,SAN LUIS
448,SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Capital, San Luis",ALIANZA COMPROMISO FEDERAL,47.62,3.17,0.9,34.11,1.79,0.55,10.14,1.7,0.03,0.0,48573,3232,914,34796,1824,559,10343,1737,30,3,76.79,144006,110582,5.73,0.5,1.51,6339.0,557.0,1675.0,SAN LUIS
449,SAN LUIS_CHACABUCO,"Chacabuco, San Luis",ALIANZA COMPROMISO FEDERAL,63.45,1.7,0.23,20.49,1.88,0.22,11.33,0.7,0.0,0.0,6839,183,25,2209,203,24,1221,75,0,0,73.63,15724,11578,5.93,0.21,0.77,686.0,24.0,89.0,SAN LUIS
450,SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",ALIANZA COMPROMISO FEDERAL,67.18,1.17,1.13,18.81,2.24,0.25,8.5,0.72,0.0,0.0,3801,66,64,1064,127,14,481,41,0,0,72.77,8413,6122,5.06,0.29,2.22,310.0,18.0,136.0,SAN LUIS
451,SAN LUIS_JUNIN,"Junin, San Luis",ALIANZA COMPROMISO FEDERAL,47.64,4.86,0.85,24.8,4.23,0.31,15.75,1.57,0.0,0.0,6930,707,124,3607,615,45,2291,228,0,0,74.95,21251,15927,6.48,0.53,1.65,1032.0,85.0,263.0,SAN LUIS
452,SAN LUIS_GENERAL PEDERNERA,"Pedernera, San Luis",ALIANZA COMPROMISO FEDERAL,53.31,3.62,0.74,23.24,3.16,0.78,12.07,2.53,0.07,0.48,32699,2221,453,14257,1941,477,7406,1549,44,295,74.04,89803,66493,4.81,1.6,1.33,3200.0,1064.0,887.0,SAN LUIS
453,SAN LUIS_CORONEL PRINGLES,"Pringles, San Luis",ALIANZA COMPROMISO FEDERAL,63.75,1.19,0.53,17.67,3.13,0.41,11.9,0.91,0.0,0.5,4967,93,41,1377,244,32,927,71,0,39,81.94,10460,8571,8.3,0.19,0.62,711.0,16.0,53.0,SAN LUIS
454,SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"San Martin, San Luis",ALIANZA COMPROMISO FEDERAL,62.74,0.78,0.25,31.66,0.86,0.08,3.31,0.33,0.0,0.0,1534,19,6,774,21,2,81,8,0,0,61.51,4162,2560,3.95,0.12,0.43,101.0,3.0,11.0,SAN LUIS
