,id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
167,CHACO_MAYOR LUIS J. FONTANA,"Mayor L. J. Fontana, Chaco",ALIANZA FRENTE PARA LA VICTORIA,2.1,3.29,0.46,62.04,8.57,0.27,20.19,2.42,0.23,0.43,654,1028,142,19358,2675,83,6298,756,72,135,78.08,41057,32056,1.46,0.87,0.33,469.0,279.0,107.0,CHACO
168,CHACO_O'HIGGINS,"O'Higgins, Chaco",ALIANZA FRENTE PARA LA VICTORIA,0.91,1.16,0.21,71.51,8.31,0.1,16.42,1.15,0.1,0.13,103,131,24,8094,941,11,1859,130,11,15,74.25,15492,11503,1.06,0.05,0.49,122.0,6.0,56.0,CHACO
169,CHACO_PRESIDENCIA DE LA PLAZA,"Pcia. De La Plaza, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.85,2.04,0.54,61.14,4.77,0.27,28.06,1.09,0.14,0.11,122,135,36,4040,315,18,1854,72,9,7,73.76,9071,6691,0.76,0.06,0.42,51.0,4.0,28.0,CHACO
170,CHACO_1° DE MAYO,"Primero De Mayo, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.76,1.74,0.5,68.72,7.31,0.21,17.15,2.34,0.07,0.2,124,123,35,4848,516,15,1210,165,5,14,84.69,8522,7217,1.41,0.21,0.62,102.0,15.0,45.0,CHACO
171,CHACO_QUITILIPI,"Quitilipi, Chaco",ALIANZA FRENTE PARA LA VICTORIA,2.8,2.42,0.45,59.38,8.09,0.19,23.41,2.77,0.19,0.31,485,418,77,10274,1400,33,4051,479,33,53,72.82,24165,17596,1.26,0.01,0.39,222.0,2.0,69.0,CHACO
172,CHACO_SAN FERNANDO,"San Fernando, Chaco",ALIANZA FRENTE PARA LA VICTORIA,4.04,4.25,1.34,56.54,7.58,0.67,19.63,5.45,0.22,0.28,9040,9503,2996,126459,16950,1494,43894,12197,495,621,81.29,283687,230623,1.32,0.13,1.57,3054.0,291.0,3629.0,CHACO
173,CHACO_SAN LORENZO,"San Lorenzo, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.16,0.99,0.31,70.08,4.04,0.1,22.15,0.8,0.19,0.18,97,83,26,5866,338,8,1854,67,16,15,76.79,11001,8448,0.62,0.07,0.24,52.0,6.0,20.0,CHACO
174,CHACO_SARGENTO CABRAL,"Sargento Cabral, Chaco",ALIANZA FRENTE PARA LA VICTORIA,1.9,1.34,0.26,71.7,3.42,0.26,19.61,1.16,0.1,0.25,182,129,25,6882,328,25,1882,111,10,24,77.82,12523,9746,1.19,0.01,0.32,116.0,1.0,31.0,CHACO
175,CHACO_TAPENAGA,"Tapenaga, Chaco",ALIANZA FRENTE PARA LA VICTORIA,0.49,0.59,0.0,62.89,3.35,0.0,31.89,0.69,0.05,0.05,10,12,0,1278,68,0,648,14,1,1,84.33,2712,2287,0.7,10.01,0.44,16.0,229.0,10.0,CHACO
232,CORRIENTES_BELLA VISTA,"Bella Vista, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,2.69,2.27,0.7,69.21,7.45,0.18,14.6,2.49,0.15,0.27,504,424,131,12954,1394,33,2733,466,29,50,75.47,25307,19099,1.45,0.07,0.47,277.0,14.0,90.0,CORRIENTES
233,CORRIENTES_BERON DE ASTRADA,"Beron De Astrada, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.36,0.64,0.43,76.75,4.78,0.43,14.98,0.21,0.29,0.14,19,9,6,1076,67,6,210,3,4,2,70.45,2000,1409,0.21,0.0,0.28,3.0,0.0,4.0,CORRIENTES
234,CORRIENTES_CAPITAL,"Capital, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,4.89,4.58,0.98,59.07,10.19,0.44,12.58,6.7,0.23,0.34,9103,8529,1825,109977,18967,824,23428,12471,436,631,79.72,243717,194303,1.98,0.39,1.8,3856.0,765.0,3491.0,CORRIENTES
235,CORRIENTES_CONCEPCION,"Concepcion, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.15,1.3,0.27,72.92,7.22,0.2,15.85,0.81,0.11,0.18,115,130,27,7313,724,20,1590,81,11,18,75.69,13964,10570,4.19,0.21,0.72,443.0,22.0,76.0,CORRIENTES
236,CORRIENTES_CURUZU CUATIA,"Curuzu Cuatia, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,2.72,2.53,0.65,63.97,13.96,0.29,12.44,3.06,0.13,0.25,627,583,149,14735,3216,66,2865,706,31,58,73.25,32392,23727,1.3,0.7,0.91,309.0,166.0,216.0,CORRIENTES
237,CORRIENTES_EMPEDRADO,"Empedrado, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,2.08,2.12,0.84,66.1,11.58,0.29,13.18,3.44,0.14,0.23,163,166,66,5176,907,23,1032,269,11,18,72.91,11314,8249,0.82,3.24,1.01,68.0,267.0,83.0,CORRIENTES
238,CORRIENTES_ESQUINA,"Esquina, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,2.35,2.87,0.56,62.27,10.14,0.18,19.72,1.46,0.12,0.31,358,438,85,9493,1546,28,3006,223,19,48,65.69,24154,15866,2.92,0.09,0.91,463.0,15.0,144.0,CORRIENTES
239,CORRIENTES_GENERAL ALVEAR,"General Alvear, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.66,1.04,0.32,61.43,6.25,0.12,24.47,1.07,0.1,3.52,67,42,13,2475,252,5,986,43,4,142,68.28,5964,4072,0.52,0.0,0.54,21.0,0.0,22.0,CORRIENTES
240,CORRIENTES_GENERAL PAZ,"General Paz, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,2.14,1.66,0.44,67.67,8.18,0.28,17.04,2.27,0.14,0.18,180,140,37,5702,689,24,1436,191,12,15,72.3,12185,8810,1.53,1.86,0.96,135.0,164.0,85.0,CORRIENTES
241,CORRIENTES_GOYA,"Goya, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,2.33,3.23,0.66,69.43,8.67,0.2,12.14,2.61,0.19,0.54,1086,1506,307,32334,4040,91,5654,1215,89,250,74.79,65993,49357,3.46,1.11,1.07,1708.0,547.0,530.0,CORRIENTES
242,CORRIENTES_ITATI,"Itati, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.72,1.67,0.66,70.17,11.21,0.13,12.13,1.99,0.21,0.11,81,79,31,3310,529,6,572,94,10,5,69.7,6947,4842,0.97,0.76,0.85,47.0,37.0,41.0,CORRIENTES
243,CORRIENTES_ITUZAINGO,"Ituzaingo, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,3.11,2.88,0.6,64.21,8.9,0.22,17.97,1.71,0.16,0.25,484,448,93,9999,1386,34,2798,266,25,39,71.38,22339,15946,1.1,0.09,1.15,175.0,15.0,184.0,CORRIENTES
244,CORRIENTES_LAVALLE,"Lavalle, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.32,1.22,0.44,69.16,5.79,0.16,20.7,0.89,0.16,0.15,188,173,63,9814,822,22,2938,127,23,21,78.24,19015,14877,4.06,0.11,0.44,604.0,17.0,65.0,CORRIENTES
245,CORRIENTES_MBURUCUYA,"Mburucuya, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.25,1.14,1.44,72.69,4.99,0.06,17.41,0.79,0.09,0.13,67,61,77,3886,267,3,931,42,5,7,73.38,7433,5454,1.67,0.0,0.31,91.0,0.0,17.0,CORRIENTES
246,CORRIENTES_MERCEDES,"Mercedes, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,3.52,2.48,0.69,56.25,9.2,0.24,22.73,3.4,0.27,1.21,723,509,142,11550,1890,49,4667,699,56,249,72.19,29956,21624,2.79,1.27,0.98,604.0,275.0,211.0,CORRIENTES
247,CORRIENTES_MONTE CASEROS,"Monte Caseros, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,3.21,3.57,0.91,58.01,14.46,0.26,16.77,2.33,0.21,0.27,610,677,172,11013,2746,49,3184,442,39,52,74.45,26183,19493,1.57,0.41,0.64,306.0,79.0,124.0,CORRIENTES
248,CORRIENTES_PASO DE LOS LIBRES,"Paso De Los Libres, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,3.57,2.9,0.63,65.98,9.49,0.42,14.12,2.28,0.32,0.29,897,728,158,16569,2384,105,3547,572,80,73,73.89,35857,26493,2.07,2.08,1.06,549.0,550.0,281.0,CORRIENTES
250,CORRIENTES_SALADAS,"Saladas, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.95,1.96,0.44,69.95,11.12,0.17,12.02,2.03,0.16,0.2,207,208,47,7427,1181,18,1276,216,17,21,74.32,14986,11137,1.25,2.49,0.92,139.0,277.0,103.0,CORRIENTES
251,CORRIENTES_SAN COSME,"San Cosme, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,2.45,2.68,0.53,59.95,12.98,0.3,17.8,3.11,0.14,0.06,198,216,43,4836,1047,24,1436,251,11,5,81.58,10675,8709,1.27,5.17,0.93,111.0,450.0,81.0,CORRIENTES
252,CORRIENTES_SAN LUIS DEL PALMAR,"San Luis Del Palmar, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.64,1.31,0.29,73.68,6.73,0.11,13.95,1.98,0.11,0.21,171,136,30,7660,700,11,1450,206,11,22,76.14,13992,10654,1.57,0.03,0.82,167.0,3.0,87.0,CORRIENTES
253,CORRIENTES_SAN MARTIN,"San Martin, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.38,1.21,0.44,62.19,9.66,0.16,22.15,2.18,0.36,0.26,84,74,27,3798,590,10,1353,133,22,16,68.26,9206,6284,2.34,0.1,0.38,147.0,6.0,24.0,CORRIENTES
254,CORRIENTES_SAN MIGUEL,"San Miguel, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,0.97,1.14,0.29,66.76,18.13,0.79,10.55,1.07,0.13,0.17,53,62,16,3634,987,43,574,58,7,9,72.54,7633,5537,1.1,0.0,0.6,61.0,0.0,33.0,CORRIENTES
255,CORRIENTES_SAN ROQUE,"San Roque, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,1.33,1.37,0.41,71.66,7.29,0.07,16.71,0.86,0.08,0.22,122,126,38,6573,669,6,1533,79,7,20,66.54,14029,9335,1.07,0.05,0.61,100.0,5.0,57.0,CORRIENTES
256,CORRIENTES_SANTO TOME,"Santo Tome, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,3.15,2.62,0.63,62.58,12.05,0.33,12.13,5.84,0.18,0.5,843,700,168,16742,3224,88,3244,1561,47,135,73.76,37235,27463,1.49,0.15,0.95,409.0,42.0,260.0,CORRIENTES
257,CORRIENTES_SAUCE,"Sauce, Corrientes",ALIANZA FRENTE PARA LA VICTORIA,2.35,1.48,0.54,61.13,11.43,0.13,21.58,0.87,0.2,0.3,108,68,25,2813,526,6,993,40,9,14,68.84,6994,4815,1.66,2.43,0.33,80.0,117.0,16.0,CORRIENTES
276,FORMOSA_BERMEJO,"Bermejo, Formosa",ALIANZA FRENTE PARA LA VICTORIA,0.82,0.62,0.29,85.99,1.93,0.04,8.51,1.35,0.15,0.31,45,34,16,4718,106,2,467,74,8,17,59.73,9208,5500,0.24,0.0,0.0,13.0,0.0,0.0,FORMOSA
277,FORMOSA_FORMOSA,"Formosa, Formosa",ALIANZA FRENTE PARA LA VICTORIA,3.5,3.38,1.35,61.22,9.24,0.59,16.44,3.19,0.33,0.77,3806,3674,1467,66638,10060,640,17894,3473,360,842,73.94,155652,115092,2.56,2.08,0.78,2946.0,2395.0,897.0,FORMOSA
278,FORMOSA_LAISHI,"Laishi, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.28,1.14,0.48,77.28,6.96,0.18,9.3,1.21,0.16,2.02,115,102,43,6940,625,16,835,109,14,181,69.49,13036,9059,0.73,0.02,0.12,66.0,2.0,11.0,FORMOSA
279,FORMOSA_MATACOS,"Matacos, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.25,2.0,0.33,86.18,3.54,0.33,4.23,1.41,0.24,0.49,68,109,18,4702,193,18,231,77,13,27,60.47,9064,5481,0.4,0.05,0.0,22.0,3.0,0.0,FORMOSA
280,FORMOSA_PATIÑO,"Patiño, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.11,1.47,0.31,77.25,4.92,0.25,12.74,1.39,0.21,0.36,352,466,100,24534,1562,78,4046,442,67,114,67.5,48324,32617,0.82,1.59,0.21,269.0,519.0,68.0,FORMOSA
281,FORMOSA_PILAGAS,"Pilagas, Formosa",ALIANZA FRENTE PARA LA VICTORIA,0.73,0.87,0.41,83.85,2.98,0.09,9.37,1.25,0.16,0.27,73,87,41,8346,297,9,933,124,16,27,72.64,13883,10084,0.46,0.73,0.11,46.0,74.0,11.0,FORMOSA
282,FORMOSA_PILCOMAYO,"Pilcomayo, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.02,1.29,0.39,77.75,3.83,0.29,13.82,1.28,0.13,0.2,409,518,156,31107,1534,115,5529,511,53,79,71.29,58181,41479,1.83,1.18,0.53,761.0,489.0,218.0,FORMOSA
283,FORMOSA_PIRANE,"Pirane, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.75,2.15,0.41,70.61,5.4,0.6,16.25,2.07,0.27,0.48,540,664,128,21800,1667,186,5016,639,83,149,68.55,45733,31349,1.25,0.08,0.19,391.0,26.0,60.0,FORMOSA
284,FORMOSA_RAMON LISTA,"Ramon Lista, Formosa",ALIANZA FRENTE PARA LA VICTORIA,1.0,0.55,1.16,82.41,2.55,0.11,9.99,1.3,0.23,0.71,44,24,51,3621,112,5,439,57,10,31,62.22,7113,4426,0.7,0.02,0.0,31.0,1.0,0.0,FORMOSA
358,MISIONES_25 DE MAYO,"25 De Mayo, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.12,0.87,0.65,73.04,9.81,0.33,10.4,1.22,0.27,2.29,152,119,88,9947,1336,45,1416,166,37,312,90.45,18014,16293,2.63,13.59,0.2,428.0,2215.0,32.0,MISIONES
359,MISIONES_APOSTOLES,"Apostoles, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.17,2.19,0.54,57.85,17.64,0.51,15.25,2.08,0.26,0.5,626,433,107,11418,3482,101,3010,410,51,98,79.98,27994,22390,2.26,8.99,0.61,505.0,2012.0,137.0,MISIONES
360,MISIONES_CAINGUAS,"Cainguas, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.9,1.28,0.44,75.6,7.34,0.22,11.69,0.96,0.19,0.39,491,332,115,19549,1897,56,3022,247,50,100,83.44,35217,29385,3.37,8.15,0.48,989.0,2395.0,142.0,MISIONES
361,MISIONES_CANDELARIA,"Candelaria, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.85,1.31,0.74,72.46,9.08,0.69,10.02,1.39,0.14,0.31,518,176,99,9740,1221,93,1347,187,19,42,87.04,18324,15950,2.28,13.02,0.42,364.0,2077.0,67.0,MISIONES
362,MISIONES_CAPITAL,"Capital, Misiones",ALIANZA FRENTE PARA LA VICTORIA,5.06,4.88,1.12,53.77,15.08,0.59,15.72,3.03,0.22,0.51,8042,7760,1784,85436,23962,942,24978,4811,353,811,79.69,224222,178673,3.16,6.73,1.19,5651.0,12024.0,2119.0,MISIONES
363,MISIONES_CONCEPCION,"Concepcion De La Sierra, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.76,1.49,0.51,66.46,10.7,0.16,17.15,1.16,0.16,0.44,76,64,22,2863,461,7,739,50,7,19,75.93,6564,4984,1.67,11.6,0.3,83.0,578.0,15.0,MISIONES
364,MISIONES_ELDORADO,"El Dorado, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.49,3.08,1.12,65.11,10.11,0.27,13.8,1.92,0.21,0.9,1297,1144,415,24217,3760,99,5133,715,77,335,82.46,50505,41647,2.65,6.99,1.06,1102.0,2910.0,443.0,MISIONES
365,MISIONES_GENERAL MANUEL BELGRANO,"Gral. Manuel Belgrano, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.33,1.23,0.67,76.41,6.6,0.35,10.04,1.4,0.19,1.78,233,216,117,13399,1157,61,1761,246,34,312,77.17,25432,19627,5.29,4.95,0.42,1038.0,971.0,82.0,MISIONES
366,MISIONES_GUARANI,"Guarani, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.41,0.86,0.6,75.73,7.46,0.27,11.73,1.2,0.23,0.52,407,248,172,21834,2152,78,3382,345,65,149,82.13,39326,32300,3.13,7.11,0.5,1011.0,2297.0,160.0,MISIONES
367,MISIONES_IGUAZU,"Iguazu, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.25,2.62,0.86,69.02,8.62,0.31,12.52,2.2,0.19,0.41,1149,926,303,24391,3046,111,4426,776,66,145,76.51,50063,38304,3.37,3.45,0.92,1289.0,1323.0,353.0,MISIONES
368,MISIONES_LIBERTADOR GENERAL SAN MARTIN,"L. General San Martin, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.2,4.3,0.59,59.92,10.76,0.37,17.63,1.87,0.38,0.99,692,932,127,12973,2330,80,3818,404,82,214,76.88,29896,22983,3.05,2.21,0.53,700.0,509.0,122.0,MISIONES
369,MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",ALIANZA FRENTE PARA LA VICTORIA,2.85,1.99,0.44,66.76,10.81,0.21,14.69,1.54,0.21,0.49,697,488,107,16340,2647,51,3596,377,52,121,81.23,33335,27079,4.27,4.83,0.52,1155.0,1307.0,141.0,MISIONES
370,MISIONES_MONTECARLO,"Montecarlo, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.07,3.27,0.59,66.6,10.54,0.72,12.26,2.4,0.18,0.37,518,553,99,11251,1781,122,2071,406,31,62,82.43,23505,19375,3.26,9.06,0.48,632.0,1756.0,93.0,MISIONES
371,MISIONES_OBERA,"Obera, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.15,3.0,0.7,63.7,10.29,0.32,15.69,1.89,0.23,1.02,1636,1557,362,33047,5340,164,8139,982,119,531,82.96,71086,58973,2.93,8.45,0.66,1726.0,4981.0,389.0,MISIONES
372,MISIONES_SAN IGNACIO,"San Ignacio, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.98,2.3,0.53,68.78,8.51,0.21,13.78,1.43,0.15,0.34,1105,638,148,19093,2361,57,3825,397,42,94,75.99,39149,29748,2.5,3.62,0.56,745.0,1077.0,166.0,MISIONES
373,MISIONES_SAN JAVIER,"San Javier, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.53,1.32,0.77,67.13,12.98,0.2,12.62,1.34,0.18,1.93,154,133,78,6767,1308,20,1272,135,18,195,73.73,14633,10789,3.56,2.54,0.47,384.0,274.0,51.0,MISIONES
374,MISIONES_SAN PEDRO,"San Pedro, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.21,1.01,0.64,75.69,6.33,0.22,12.74,1.38,0.21,0.58,135,112,71,8413,704,24,1416,153,23,64,78.08,15742,12292,3.15,6.18,0.24,387.0,760.0,30.0,MISIONES
